id,address,capacity,earthquake,elevation,evacuationSpace,fire,flood_L1,flood_L2,inundation,jurisdiction,latitude,longitude,name,residentsAssociation,sedimentDisaster,stormSurge,telephoneNumber,tunami
jp.takamatsu.smartcity.shelter.EvacuationSpace.97,高松市女木町203-1,61,○,7.7,○,×,○,○,○,地域振興課,34.39210389,134.0517525,女木コミュニティセンター,女木地区コミュニティ協議会,○,○,087-873-0105,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.98,高松市男木町1988,62,○,2.4,○,×,○,○,○,地域振興課,34.422622,134.054127,男木コミュニティセンター,男木地区コミュニティ協議会,○,×,087-873-0002,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.99,高松市川島本町191-2,123,○,21.2,○,×,○,○,○,地域振興課,34.27605389,134.08523639,川島コミュニティセンター,川島校区コミュニティ協議会,○,○,087-848-0054,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.100,高松市西植田町2247-1,73,○,41.8,○,×,○,○,○,地域振興課,34.24028,134.07882694,西植田コミュニティセンター,植田校区コミュニティ協議会,○,○,087-849-0101,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.101,高松市東植田町1825-1,92,○,51.8,○,×,○,○,○,地域振興課,34.23821417,134.09904472,東植田コミュニティセンター,東植田校区コミュニティ協議会,○,○,087-849-0104,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.102,高松市牟礼町牟礼1583-1,550,○,42.2,○,×,○,○,○,県高校教育課,34.34605,134.1427625,高松北高等（中）学校（体育館）,むれコミュニティ協議会,△,○,087-845-2155,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.103,高松市牟礼町牟礼46-2,452,○,31.8,○,○,○,○,○,教育総務課,34.33900083,134.14328222,牟礼中学校,むれコミュニティ協議会,△,○,087-845-9604,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.104,高松市牟礼町牟礼302-1,149,○,14.8,○,×,○,○,○,地域振興課,34.33782306,134.13914083,牟礼コミュニティセンター,むれコミュニティ協議会,○,○,087-845-4111,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.105,あ高松市牟礼町牟礼152-10,1100,○,37.9,○,×,○,○,○,スポーツ振興課,34.34252806,134.14306528,牟礼総合体育館,むれコミュニティ協議会,×,○,087-845-7060,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.106,高松市牟礼町牟礼2900-1,318,○,12.6,○,○,○,○,○,教育総務課,34.35012694,134.12606667,牟礼北小学校,むれコミュニティ協議会,○,○,087-845-5742,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.107,高松市牟礼町大町1560,348,○,15.1,○,○,○,○,○,教育総務課,34.33645944,134.14152389,牟礼小学校,むれコミュニティ協議会,○,○,087-845-9239,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.108,高松市牟礼町原1019-8,360,○,27.6,○,○,○,○,○,スポーツ振興課,34.32021139,134.15081806,牟礼中央公園運動センター,むれコミュニティ協議会,○,○,087-845-1563,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.109,高松市牟礼町大町1115-1,261,○,13.3,○,○,○,○,○,教育総務課,34.33318222,134.15272861,牟礼南小学校,むれコミュニティ協議会,○,○,087-845-9324,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.110,高松市牟礼町原570-1,60,○,7.4,,×,○,○,○,こども園運営課,34.32863278,134.15596194,はらこども園,むれコミュニティ協議会,○,○,087-845-0234,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.111,高松市牟礼町大町1463-2,121,○,13.6,○,×,○,○,○,地域振興課,34.33609278,134.14272944,大町コミュニティセンター,むれコミュニティ協議会,○,○,087-870-1306,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.112,高松市牟礼町原281-1,420,○,21.5,○,×,○,○,○,県立保健医療大学,34.32183361,134.1581675,香川県立保健医療大学（体育館）,むれコミュニティ協議会,○,○,087-870-1212,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.113,高松市庵治町6391-17,87,○,3.2,,×,○,○,○,牟礼総合センター,34.36844139,134.12065806,深間ふれあいセンター,庵治地区コミュニティ協議会,×,○,-,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.114,高松市庵治町691-1,441,○,2.7,○,○,○,○,○,教育総務課,34.38324278,134.13077056,庵治中学校,庵治地区コミュニティ協議会,○,△,087-871-2716,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.115,高松市庵治町790-1,243,○,2.1,○,○,○,○,○,教育総務課,34.3844425,134.13185389,庵治小学校,庵治地区コミュニティ協議会,○,△,087-871-2581,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.116,高松市庵治町888-1,226,○,3.3,○,×,○,○,○,地域振興課,34.3853175,134.12994833,庵治コミュニティセンター・庵治武道館,庵治地区コミュニティ協議会,○,△,087-871-4162,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.117,高松市庵治町866-4,387,○,3.1,○,×,○,○,○,教育総務課,34.38540639,134.13037611,庵治小学校第二体育館,庵治地区コミュニティ協議会,○,△,087-871-2581,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.118,高松市庵治町6392-14,98,○,2.7,,×,○,○,○,牟礼総合センター,34.38297056,134.12712111,庵治やすらぎ会館,庵治地区コミュニティ協議会,○,△,087-871-5111,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.119,高松市庵治町1391,80,○,36.2,,×,○,○,○,市民やすらぎ課,34.39073917,134.13615889,庵治斎場,庵治地区コミュニティ協議会,○,○,087-871-2539,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.120,高松市庵治町6034-1,182,-,2.7,○,-,-,-,-,教育総務課,34.40445917,134.10570278,庵治第二小学校,庵治地区コミュニティ協議会,-,-,087-871-5110,-
jp.takamatsu.smartcity.shelter.EvacuationSpace.121,高松市香川町大野1329-1,108,○,56.5,○,×,○,○,○,地域振興課,34.26717583,134.02466444,大野コミュニティセンター,大野校区コミュニティ協議会,○,○,087-886-1960,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.122,高松市香川町大野1045-1,336,○,57,○,○,○,○,○,教育総務課,34.26665917,134.02648639,大野小学校,大野校区コミュニティ協議会,○,○,087-885-2165,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.123,高松市香川町浅野3088,336,○,74.9,○,○,○,○,○,教育総務課,34.25967139,134.04174639,浅野小学校,浅野校区コミュニティ協議会,△,○,087-889-0215,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.124,高松市香川町浅野826-2,93,○,64.6,○,×,○,○,○,地域振興課,34.25664111,134.03568028,浅野コミュニティセンター,浅野校区コミュニティ協議会,○,○,087-888-2537,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.125,高松市香川町川東下1917-1,1136,○,68.8,○,×,○,○,○,スポーツ振興課,34.25499944,134.02794222,香川総合体育館,川東校区コミュニティ協議会,○,○,087-879-8000,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.126,高松市香川町川東上1865-13,315,○,87.1,○,×,○,○,○,地域振興課,34.24133444,134.03397833,川東コミュニティセンター,川東校区コミュニティ協議会,○,○,087-879-4215,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.127,高松市香川町川東上1865-8,336,○,87.1,○,○,○,○,○,教育総務課,34.24127611,134.03575306,川東小学校,川東校区コミュニティ協議会,○,○,087-879-2012,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.128,高松市香川町川東上604-85,200,○,133.8,,×,○,○,○,香川総合センター,34.22676417,134.03776444,香川町グリーンセンター,川東校区コミュニティ協議会,×,○,087-879-5597,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.129,高松市香川町安原下第３号194-1,179,○,118,,×,○,○,○,農林水産課,34.21197667,134.03136833,香川町多目的研修集会施設,川東校区コミュニティ協議会,×,○,087-879-7153,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.130,高松市香川町東谷159-1,56,○,139.5,,×,○,○,△,農林水産課,34.21657389,134.05046917,香川町高齢者活動促進センター,川東校区コミュニティ協議会,○,○,087-879-7310,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.131,高松市香川町東谷873-3,31,○,179.3,○,×,○,○,△,地域振興課,34.20461444,134.06167694,東谷コミュニティセンター,川東校区コミュニティ協議会,×,○,087-879-7997,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.132,高松市香南町横井1008,285,○,93,○,○,○,○,○,教育総務課,34.24104222,134.00912222,香南小学校,香南地区コミュニティ協議会,○,○,087-879-2269,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.133,高松市香南町横井801,485,○,89.1,○,○,○,○,○,教育総務課,34.24334472,134.00856361,香南中学校,香南地区コミュニティ協議会,○,○,087-879-2064,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.134,高松市香南町由佐1167,141,○,82.1,○,×,○,○,○,地域振興課,34.23536528,134.01164139,香南コミュニティセンター,香南地区コミュニティ協議会,○,○,087-879-8993,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.135,高松市香南町由佐357-2,150,○,83.3,○,×,○,○,○,農林水産課,34.24024556,134.01889917,由佐農村環境改善センター,香南地区コミュニティ協議会,○,○,087-879-0115,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.136,高松市香南町池内522-1,165,○,84.3,○,×,○,○,○,農林水産課,34.245175,134.00035333,池西農村環境改善センター,香南地区コミュニティ協議会,○,○,087-879-3788,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.137,高松市塩江町安原下第２号1645,189,○,139.4,○,×,○,○,○,地域振興課,34.1963675,134.04155944,塩江コミュニティセンター,塩江地区コミュニティ協議会,×,○,087-897-0137,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.138,高松市塩江町安原下第２号1684,225,○,137,○,○,○,○,○,地域振興課,34.19820889,134.04040667,安原小学校跡施設,塩江地区コミュニティ協議会,×,○,087-839-2611,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.139,高松市塩江町安原下第２号857,,○,379,,×,○,○,○,教育総務課,34.15596056,134.02463722,安原小学校　戸石分校跡施設,塩江地区コミュニティ協議会,×,○,087-839-2611,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.140,高松市塩江町安原上東３９４番地の２,24,○,206,,×,○,○,○,香川総合センター,34.1697325,134.08280667,塩江支所　塩江連絡事務所,塩江地区コミュニティ協議会,△,○,087-893-0220,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.141,高松市塩江町安原上東365,20,○,215,○,○,○,○,○,地域振興課,34.17048806,134.08330944,塩江小学校跡施設,塩江地区コミュニティ協議会,×,○,087-839-2611,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.142,高松市塩江町安原上東字椛川2173-8,49,○,265,,×,○,○,○,法人　椛川地域,34.15379861,134.10119167,椛川集会所,塩江地区コミュニティ協議会,○,○,087-839-2184,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.143,高松市塩江町安原上231,897,○,175,○,○,○,○,△,教育総務課,34.18143389,134.07422111,塩江小・中学校,塩江地区コミュニティ協議会,○,○,087-893-0032,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.144,高松市塩江町上西乙549,16,○,276,,×,○,○,○,香川総合センター,34.15046528,134.07660778,塩江支所　上西連絡事務所,塩江地区コミュニティ協議会,○,○,087-893-0311,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.145,高松市塩江町上西乙461,143,○,266,○,○,○,○,○,地域振興課,34.15226222,134.07636056,上西小学校跡施設,塩江地区コミュニティ協議会,○,○,087-839-2611,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.146,高松市塩江町上西甲９４７番地３,38,○,392,,×,○,○,○,香川総合センター,34.12607917,134.07372833,西山ふれあいセンター,塩江地区コミュニティ協議会,×,○,087-893-0192,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.147,高松市国分寺町新居1131-1,297,○,23.5,○,○,○,△,△,教育総務課,34.29691,133.96432139,国分寺中学校,国分寺北部校区コミュニティ協議会,○,○,087-874-0031,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.148,高松市国分寺町新居1880,383,○,26.5,○,○,○,○,○,教育総務課,34.30594222,133.9631825,国分寺北部小学校,国分寺北部校区コミュニティ協議会,○,○,087-874-1154,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.149,高松市国分寺町新居1840-6,294,○,26,○,×,○,○,○,地域振興課,34.30537556,133.96234361,国分寺北部コミュニティセンター,国分寺北部校区コミュニティ協議会,○,○,087-874-5805,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.150,高松市国分寺町新居1155-7,380,○,23.6,○,×,○,△,△,教育総務課,34.29734611,133.96598806,国分寺中学校第二体育館,国分寺北部校区コミュニティ協議会,○,○,087-874-4560,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.151,高松市国分寺町新居3371-1,70,○,31,,×,○,○,○,子育て支援課,34.30795889,133.97181222,新居東児童館,国分寺北部校区コミュニティ協議会,○,○,087-874-6705,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.152,高松市国分寺町新居1423-1,30,○,23,○,×,○,△,×,人権啓発課,34.29960139,133.95921083,国分寺文化センター,国分寺北部校区コミュニティ協議会,○,○,087-874-4519,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.153,高松市国分寺町国分2150-7,70,○,34.2,,×,○,○,○,子育て支援課,34.30291167,133.94646167,国分児童館,国分寺北部校区コミュニティ協議会,○,○,087-874-3830,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.154,高松市国分寺町福家甲3005,405,○,28.9,○,○,○,△,△,教育総務課,34.28308639,133.96142222,国分寺南部小学校,国分寺南部校区コミュニティ協議会,○,○,087-874-1160,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.155,高松市国分寺町福家甲3106-3,137,○,28.6,○,×,○,△,△,地域振興課,34.28410306,133.96101111,国分寺南部コミュニティセンター,国分寺南部校区コミュニティ協議会,○,○,087-874-1116,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.156,高松市国分寺町福家甲3005,180,○,28.4,○,×,○,×,△,スポーツ振興課,34.28308639,133.96142222,国分寺勤労青少年ホーム,国分寺南部校区コミュニティ協議会,○,○,087-874-3982,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.157,高松市国分寺町福家甲1951-1,70,○,42.9,,×,○,○,○,子育て支援課,34.27412944,133.9727575,福家児童館,国分寺南部校区コミュニティ協議会,○,○,087-874-4954,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.158,高松市国分寺町新名430-2,135,○,24.4,,×,○,△,△,国分寺総合センター,34.29664333,133.96011361,国分寺会館,国分寺南部校区コミュニティ協議会,○,○,087-874-1111,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.159,高松市国分寺町国分1009,384,○,31.5,○,×,○,○,△,香川県青年センター,34.29932583,133.94212889,香川県青年センター,国分寺北部校区コミュニティ協議会,○,○,087-874-0713,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.160,高松市生島町689-11,250,○,3.1,,×,○,○,○,香川県消防学校,34.36483306,133.96951611,香川県消防学校,下笠居地区コミュニティ協議会,○,△,087-881-3281,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.161,高松市番町2-9-30,715,○,2.6,○,×,○,○,○,県高校教育課,34.34431472,134.0423575,高松工芸高等学校（体育館）,二番丁地区コミュニティ協議会,○,△,087-851-4144,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.162,高松市番町3-1-1,700,○,3.5,○,×,○,○,○,県高校教育課,34.34147611,134.04409639,高松高等学校（体育館）,四番丁コミュニティ協議会,○,△,087-831-7251,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.163,高松市松島町1-18-54,610,○,1.5,○,×,○,○,△,県高校教育課,34.33839083,134.059245,高松商業高等学校（体育館）,松島地区コミュニティ協議会,○,△,087-833-1971,△
jp.takamatsu.smartcity.shelter.EvacuationSpace.164,高松市幸町1-1,400,○,2.7,○,×,○,△,○,香川大学,34.34262028,134.03753861,香川大学（経済学部構内体育館）,亀阜校区コミュニティ協議会,○,△,087-832-1000,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.165,高松市太田上町513-1,200,○,26.3,,－,－,－,－,香川県聾学校,34.29744222,134.04150361,香川県立聾学校（体育館）※地震時のみ使用,太田南地区コミュニティ協議会,－,－,087-865-4492,－
jp.takamatsu.smartcity.shelter.EvacuationSpace.166,高松市片原町11-1むうぶ片原町ビル内,50,○,2.1,○,×,○,○,○,生涯学習課,34.34546194,134.05345361,高松市生涯学習センター（まなびCAN）,新塩屋町地区コミュニティ協議会,○,△,087-811-6222,△
jp.takamatsu.smartcity.shelter.EvacuationSpace.167,高松市福岡町4-36-1,1445,○,2.5,○,×,○,○,△,スポーツ振興課,34.34199056,134.07412694,高松市総合体育館,松島地区コミュニティ協議会,○,△,087-822-0211,△
jp.takamatsu.smartcity.shelter.EvacuationSpace.168,高松市前田東町690-1,500,○,13.1,○,×,×,×,○,県高校教育課,34.29206944,134.11143639,高松東高校（体育館）,前田校区コミュニティ協議会,○,○,087-847-6221,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.169,高松市勅使町355,800,○,26.5,○,×,○,○,○,独立行政法人　国立高等専門学校機構,34.31115389,134.01108083,香川高等専門学校（体育館）,鶴尾校区コミュニティ協議会,○,○,087-869-3811,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.170,高松市国分寺町柏原41,45,×,28.7,,×,○,○,○,県住宅課,34.290355,133.95202833,香川県営住宅国分寺団地集会場,国分寺南部校区コミュニティ協議会,○,○,-,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.171,高松市香川町浅野1188,540,○,98,○,○,○,○,○,教育総務課,34.25265806,134.03109194,香川第一中学校,浅野校区コミュニティ協議会,○,○,087-879-2131,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.172,高松市三名町5-6,119,○,36.1,,×,○,○,○,香川県農業共済組合,34.28533528,134.0381625,香川県農業共済組合,一宮地区コミュニティ協議会,○,○,087-888-2121,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.173,高松市林町2217-20,240,○,22,○,×,○,○,○,香川大学,34.29277111,134.06300722,香川大学創造工学部,林地区コミュニティ協議会,○,○,087-864-2000,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.174,あ高松市新田町甲2723-2,136,○,2.7,,×,○,△,△,介護老人保健施設サンライズ屋島,34.3292175,134.09928361,介護老人保健施設サンライズ屋島,古高松地区コミュニティ協議会,○,△,087-841-8090,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.175,高松市玉藻町2-1,,○,2.6,,×,○,○,○,文化財課,34.35068639,134.05094278,玉藻公園,四番丁コミュニティ協議会,○,×,087-851-1521,×
jp.takamatsu.smartcity.shelter.EvacuationSpace.176,高松市番町１丁目11-1,,○,4.8,,×,○,○,○,公園緑地課,34.34194556,134.04743222,中央公園,四番丁コミュニティ協議会,○,△,-,×
jp.takamatsu.smartcity.shelter.EvacuationSpace.177,高松市今里町１丁目20,,○,4.8,,○,○,×,○,公園緑地課,34.32530333,134.05862611,今里中央公園,太田地区コミュニティ協議会,○,○,-,×
jp.takamatsu.smartcity.shelter.EvacuationSpace.178,高松市伏石町2077,,○,12.3,,○,○,○,○,公園緑地課,34.31414,134.05510,伏石中央公園,太田地区コミュニティ協議会,○,○,-,×
jp.takamatsu.smartcity.shelter.EvacuationSpace.179,高松市木太町5052,,○,6.5,,○,○,○,○,公園緑地課,34.32491472,134.06983917,木太中央公園,木太地区コミュニティ協議会,○,○,-,×
jp.takamatsu.smartcity.shelter.EvacuationSpace.180,高松市高松町1211-28,,○,21.3,,×,○,○,○,公園緑地課,34.33156222,134.11672083,菱の池公園,古高松地区コミュニティ協議会,○,○,-,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.181,高松市一宮町1227,,○,29.9,,×,○,○,○,土地改良課,34.28493222,134.02899111,一宮新池農村公園,一宮地区コミュニティ協議会,○,○,-,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.182,高松市牟礼町原631-7,,○,7.5,,×,○,○,○,観光交流課,34.33351,134.15671167,房前公園・源平の里むれ（道の駅）,むれコミュニティ協議会,○,○,087-845-6080,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.183,高松市峰山町1838-37,,○,171.3,,×,○,○,○,公園緑地課,34.3300825,134.02583722,峰山公園,亀阜校区コミュニティ協議会,○,○,087-834-7297,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.184,高松市高松町1347-1,,○,51.3,,○,○,○,○,公園緑地課,34.32904333,134.12460361,東部運動公園,古高松地区コミュニティ協議会,○,○,087-843-9446,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.185,高松市仏生山町甲2654-1,,○,46.4,,○,○,○,○,公園緑地課,34.27103972,134.04834833,仏生山公園,仏生山地区コミュニティ協議会,○,○,087-881-5011,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.186,高松市林町2581,,○,15.5,,○,○,○,○,公園緑地課,34.30253,134.06385,長池中央公園,林地区コミュニティ協議会,○,○,-,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.187,高松市多肥上町2049-1,,○,32.4,,×,○,○,○,公園緑地課,34.28938222,134.05329722,彦作池公園,多肥地区コミュニティ協議会,○,○,-,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.188,高松市香南町横井796-1,,○,90.1,,○,○,○,○,公園緑地課,34.24461694,134.00551111,月見ヶ原公園,香南地区コミュニティ協議会,○,○,-,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.189,高松市牟礼町原1019-8,,○,45.8,,○,○,○,○,公園緑地課,34.32021139,134.15081806,牟礼中央公園,むれコミュニティ協議会,○,○,-,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.190,高松市牟礼町牟礼1355-1,,○,45.5,,○,○,○,○,公園緑地課,34.34749417,134.13416333,御山公園,むれコミュニティ協議会,○,○,087-845-5585,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.191,高松市国分寺町国分2530-2,,○,49.1,,×,○,○,○,公園緑地課,34.3081,133.95190556,如意輪寺公園,国分寺北部校区コミュニティ協議会,○,○,-,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.192,高松市国分寺町新名2069-1,,○,55.7,,○,○,○,○,公園緑地課,34.27257361,133.94997917,橘ノ丘公園,国分寺南部校区コミュニティ協議会,×,○,-,○
jp.takamatsu.smartcity.shelter.EvacuationSpace.193,高松市春日町902-1,121,○,1.9,,×,△,×,○,トヨタカローラ香川株式会社,34.32746,134.09237,トヨタカローラ香川株式会社春日店,古高松地区コミュニティ協議会,○,△,087-805-2600,△
